anio,linea,TipoPasaje,TOTAL
07/2018,LINEA 228 B,ESCOLAR PRIMARIO BSAS,303
07/2018,LINEA 228 B,ESCOLAR SECUNDARIO CABA,24
07/2018,LINEA 228 B,ESCOLAR,557
07/2018,LINEA 228A,NORMAL,33393
07/2018,LINEA 228A,ESCOLAR PRIMARIO BSAS,186
07/2018,LINEA 228A,ESCOLAR SECUNDARIO CABA,1
07/2018,LINEA 228A,ESCOLAR,136
07/2018,LINEA 228A,ATRIBUTO SOCIAL,11876
07/2018,LINEA 228A,ESCOLAR SECUNDARIO BSAS,204
07/2018,LINEA 228C,ESCOLAR SECUNDARIO BSAS,1858
07/2018,LINEA 228C,NORMAL,168678
07/2018,LINEA 228C,ATRIBUTO SOCIAL,58590
07/2018,LINEA 228C,ESCOLAR PRIMARIO BSAS,1049
07/2018,LINEA 228C,ESCOLAR SECUNDARIO CABA,1
07/2018,LINEA 228C,ESCOLAR,774
07/2018,LINEA 228C,ESCOLAR INICIAL Y PRIMARIO CABA,1
07/2018,LINEA 228E,ESCOLAR SECUNDARIO BSAS,2770
07/2018,LINEA 228E,NORMAL,187660
07/2018,LINEA 228E,ATRIBUTO SOCIAL,91582
07/2018,LINEA 228E,ESCOLAR PRIMARIO BSAS,781
07/2018,LINEA 228E,ESCOLAR SECUNDARIO CABA,119
07/2018,LINEA 228E,ESCOLAR,420
07/2018,LINEA 228E,ESCOLAR INICIAL Y PRIMARIO CABA,3
07/2018,LINEA 228F,ATRIBUTO SOCIAL,117857
07/2018,LINEA 228F,ESCOLAR PRIMARIO BSAS,808
07/2018,LINEA 228F,ESCOLAR SECUNDARIO CABA,94
07/2018,LINEA 228F,ESCOLAR,971
07/2018,LINEA 228F,ESCOLAR INICIAL Y PRIMARIO CABA,21
07/2018,LINEA 228F,ESCOLAR SECUNDARIO BSAS,2506
07/2018,LINEA 228F,NORMAL,235584
07/2018,LINEA 23,ESCOLAR SECUNDARIO BSAS,25
07/2018,LINEA 23,NORMAL,243523
07/2018,LINEA 23,ATRIBUTO SOCIAL,79501
07/2018,LINEA 23,ESCOLAR PRIMARIO BSAS,12
07/2018,LINEA 23,ESCOLAR SECUNDARIO CABA,6578
07/2018,LINEA 23,ESCOLAR,197
07/2018,LINEA 23,ESCOLAR INICIAL Y PRIMARIO CABA,772
07/2018,LINEA 236,ESCOLAR,12262
07/2018,LINEA 236,ESCOLAR INICIAL Y PRIMARIO CABA,46
07/2018,LINEA 236,ESCOLAR SECUNDARIO BSAS,31409
07/2018,LINEA 236,NORMAL,1662995
07/2018,LINEA 236,ATRIBUTO SOCIAL,894072
07/2018,LINEA 236,ESCOLAR PRIMARIO BSAS,14944
07/2018,LINEA 236,ESCOLAR SECUNDARIO CABA,181
07/2018,LINEA 237,ATRIBUTO SOCIAL,560794
07/2018,LINEA 237,ESCOLAR PRIMARIO BSAS,13888
07/2018,LINEA 237,ESCOLAR SECUNDARIO CABA,699
07/2018,LINEA 237,ESCOLAR,7413
07/2018,LINEA 237,ESCOLAR INICIAL Y PRIMARIO CABA,305
07/2018,LINEA 237,ESCOLAR SECUNDARIO BSAS,30513
07/2018,LINEA 237,NORMAL,937113
07/2018,LINEA 238,ESCOLAR SECUNDARIO CABA,36
07/2018,LINEA 238,ESCOLAR,3410
07/2018,LINEA 238,ESCOLAR INICIAL Y PRIMARIO CABA,1
07/2018,LINEA 238,ESCOLAR SECUNDARIO BSAS,8791
07/2018,LINEA 238,NORMAL,349058
07/2018,LINEA 238,ATRIBUTO SOCIAL,164610
07/2018,LINEA 238,ESCOLAR PRIMARIO BSAS,3802
07/2018,LINEA 239A,ESCOLAR SECUNDARIO BSAS,7986
07/2018,LINEA 239A,NORMAL,294612
07/2018,LINEA 239A,ATRIBUTO SOCIAL,198080
07/2018,LINEA 239A,ESCOLAR PRIMARIO BSAS,5419
07/2018,LINEA 239A,ESCOLAR SECUNDARIO CABA,48
07/2018,LINEA 239A,ESCOLAR,2916
07/2018,LINEA 239A,ESCOLAR INICIAL Y PRIMARIO CABA,22
07/2018,LINEA 239B,ATRIBUTO SOCIAL,67947
07/2018,LINEA 239B,ESCOLAR PRIMARIO BSAS,3073
07/2018,LINEA 239B,ESCOLAR SECUNDARIO CABA,25
07/2018,LINEA 239B,ESCOLAR,1537
07/2018,LINEA 239B,ESCOLAR INICIAL Y PRIMARIO CABA,11
07/2018,LINEA 239B,ESCOLAR SECUNDARIO BSAS,7279
07/2018,LINEA 239B,NORMAL,135636
07/2018,LINEA 24,ESCOLAR,3712
07/2018,LINEA 24,ESCOLAR INICIAL Y PRIMARIO CABA,2296
07/2018,LINEA 24,ESCOLAR SECUNDARIO BSAS,5674
07/2018,LINEA 24,NORMAL,875346
07/2018,LINEA 24,ATRIBUTO SOCIAL,268355
07/2018,LINEA 24,ESCOLAR PRIMARIO BSAS,3154
07/2018,LINEA 24,ESCOLAR SECUNDARIO CABA,6420
07/2018,LINEA 242,ATRIBUTO SOCIAL,798618
07/2018,LINEA 242,ESCOLAR PRIMARIO BSAS,11992
07/2018,LINEA 242,ESCOLAR SECUNDARIO CABA,341
07/2018,LINEA 242,ESCOLAR,20157
07/2018,LINEA 242,ESCOLAR INICIAL Y PRIMARIO CABA,147
07/2018,LINEA 242,ESCOLAR SECUNDARIO BSAS,23516
07/2018,LINEA 242,NORMAL,1437010
07/2018,LINEA 243,ESCOLAR PRIMARIO BSAS,288
07/2018,LINEA 243,ESCOLAR SECUNDARIO CABA,23
07/2018,LINEA 243,ESCOLAR,754
07/2018,LINEA 243,ESCOLAR INICIAL Y PRIMARIO CABA,8
07/2018,LINEA 243,ESCOLAR SECUNDARIO BSAS,770
07/2018,LINEA 243,NORMAL,68236
07/2018,LINEA 243,ATRIBUTO SOCIAL,31210
07/2018,LINEA 244,NORMAL,199888
07/2018,LINEA 244,ATRIBUTO SOCIAL,78886
07/2018,LINEA 244,ESCOLAR PRIMARIO BSAS,860
07/2018,LINEA 244,ESCOLAR SECUNDARIO CABA,16
07/2018,LINEA 244,ESCOLAR,2180
07/2018,LINEA 244,ESCOLAR INICIAL Y PRIMARIO CABA,13
07/2018,LINEA 244,ESCOLAR SECUNDARIO BSAS,1714
07/2018,LINEA 245,ESCOLAR INICIAL Y PRIMARIO CABA,3
07/2018,LINEA 245,ESCOLAR SECUNDARIO BSAS,4325
07/2018,LINEA 245,NORMAL,133245
07/2018,LINEA 245,ATRIBUTO SOCIAL,56112
07/2018,LINEA 245,ESCOLAR PRIMARIO BSAS,2291
07/2018,LINEA 245,ESCOLAR SECUNDARIO CABA,2
07/2018,LINEA 245,ESCOLAR,1896
07/2018,LINEA 247,ESCOLAR SECUNDARIO CABA,218
07/2018,LINEA 247,ESCOLAR,7855
07/2018,LINEA 247,ESCOLAR INICIAL Y PRIMARIO CABA,109
07/2018,LINEA 247,ESCOLAR SECUNDARIO BSAS,16686
07/2018,LINEA 247,NORMAL,842862
07/2018,LINEA 247,ATRIBUTO SOCIAL,423261
07/2018,LINEA 247,ESCOLAR PRIMARIO BSAS,9541
07/2018,LINEA 25,ESCOLAR,988
07/2018,LINEA 25,ESCOLAR INICIAL Y PRIMARIO CABA,1274
07/2018,LINEA 25,ESCOLAR SECUNDARIO BSAS,102
07/2018,LINEA 25,NORMAL,435297
07/2018,LINEA 25,ATRIBUTO SOCIAL,133893
07/2018,LINEA 25,ESCOLAR PRIMARIO BSAS,17
07/2018,LINEA 25,ESCOLAR SECUNDARIO CABA,7500
07/2018,LINEA 252,ATRIBUTO SOCIAL,187739
07/2018,LINEA 252,ESCOLAR PRIMARIO BSAS,5041
07/2018,LINEA 252,ESCOLAR SECUNDARIO CABA,173
07/2018,LINEA 252,ESCOLAR,2856
07/2018,LINEA 252,ESCOLAR INICIAL Y PRIMARIO CABA,71
07/2018,LINEA 252,ESCOLAR SECUNDARIO BSAS,11200
07/2018,LINEA 252,NORMAL,335906
07/2018,LINEA 253 BS AS,NORMAL,48747
07/2018,LINEA 253 BS AS,ATRIBUTO SOCIAL,23336
07/2018,LINEA 253 BS AS,ESCOLAR PRIMARIO BSAS,345
07/2018,LINEA 253 BS AS,ESCOLAR SECUNDARIO CABA,8
07/2018,LINEA 253 BS AS,ESCOLAR,492
07/2018,LINEA 253 BS AS,ESCOLAR INICIAL Y PRIMARIO CABA,3
07/2018,LINEA 253 BS AS,ESCOLAR SECUNDARIO BSAS,1084
07/2018,LINEA 256,ATRIBUTO SOCIAL,8656
07/2018,LINEA 256,ESCOLAR SECUNDARIO BSAS,231
07/2018,LINEA 256,ESCOLAR,400
07/2018,LINEA 256,ESCOLAR PRIMARIO BSAS,431
07/2018,LINEA 256,NORMAL,24738
07/2018,LINEA 257,ESCOLAR INICIAL Y PRIMARIO CABA,23
07/2018,LINEA 257,ESCOLAR SECUNDARIO BSAS,15734
07/2018,LINEA 257,NORMAL,611998
07/2018,LINEA 257,ATRIBUTO SOCIAL,371019
07/2018,LINEA 257,ESCOLAR PRIMARIO BSAS,9101
07/2018,LINEA 257,ESCOLAR SECUNDARIO CABA,38
07/2018,LINEA 257,ESCOLAR,9756
07/2018,LINEA 26,ESCOLAR PRIMARIO BSAS,31
07/2018,LINEA 26,ESCOLAR SECUNDARIO CABA,10770
07/2018,LINEA 26,ESCOLAR,753
07/2018,LINEA 26,ESCOLAR INICIAL Y PRIMARIO CABA,2024
07/2018,LINEA 26,ESCOLAR SECUNDARIO BSAS,63
07/2018,LINEA 26,NORMAL,570733
07/2018,LINEA 26,ATRIBUTO SOCIAL,192758
07/2018,LINEA 263A,ESCOLAR PRIMARIO BSAS,2422
07/2018,LINEA 263A,ESCOLAR SECUNDARIO CABA,7
07/2018,LINEA 263A,ESCOLAR,2817
07/2018,LINEA 263A,ESCOLAR INICIAL Y PRIMARIO CABA,2
07/2018,LINEA 263A,ESCOLAR SECUNDARIO BSAS,2640
07/2018,LINEA 263A,NORMAL,165175
07/2018,LINEA 263A,ATRIBUTO SOCIAL,95981
07/2018,LINEA 263B,ESCOLAR INICIAL Y PRIMARIO CABA,13
07/2018,LINEA 263B,ESCOLAR SECUNDARIO BSAS,3344
07/2018,LINEA 263B,NORMAL,217641
07/2018,LINEA 263B,ATRIBUTO SOCIAL,117961
07/2018,LINEA 263B,ESCOLAR PRIMARIO BSAS,2322
07/2018,LINEA 263B,ESCOLAR SECUNDARIO CABA,16
07/2018,LINEA 263B,ESCOLAR,3622
07/2018,LINEA 264,ESCOLAR,2273
07/2018,LINEA 264,ESCOLAR INICIAL Y PRIMARIO CABA,45
07/2018,LINEA 264,ESCOLAR SECUNDARIO BSAS,7146
07/2018,LINEA 264,NORMAL,268685
07/2018,LINEA 264,ATRIBUTO SOCIAL,146927
07/2018,LINEA 264,ESCOLAR PRIMARIO BSAS,3246
07/2018,LINEA 264,ESCOLAR SECUNDARIO CABA,23
07/2018,LINEA 266,ESCOLAR PRIMARIO BSAS,18389
07/2018,LINEA 266,ESCOLAR SECUNDARIO CABA,123
07/2018,LINEA 266,ESCOLAR,18137
07/2018,LINEA 266,ESCOLAR INICIAL Y PRIMARIO CABA,72
07/2018,LINEA 266,ESCOLAR SECUNDARIO BSAS,27702
07/2018,LINEA 266,NORMAL,1223730
07/2018,LINEA 266,ATRIBUTO SOCIAL,705907
07/2018,LINEA 269,ESCOLAR INICIAL Y PRIMARIO CABA,45
07/2018,LINEA 269,ESCOLAR SECUNDARIO BSAS,22756
07/2018,LINEA 269,NORMAL,1016133
07/2018,LINEA 269,ATRIBUTO SOCIAL,576002
07/2018,LINEA 269,ESCOLAR PRIMARIO BSAS,10139
07/2018,LINEA 269,ESCOLAR SECUNDARIO CABA,90
07/2018,LINEA 269,ESCOLAR,9299
07/2018,LINEA 271,ESCOLAR PRIMARIO BSAS,7505
07/2018,LINEA 271,ESCOLAR SECUNDARIO CABA,129
07/2018,LINEA 271,ESCOLAR,5099
07/2018,LINEA 271,ESCOLAR INICIAL Y PRIMARIO CABA,118
07/2018,LINEA 271,ESCOLAR SECUNDARIO BSAS,10223
07/2018,LINEA 271,NORMAL,529249
07/2018,LINEA 271,ATRIBUTO SOCIAL,292338
07/2018,LINEA 273,ESCOLAR PRIMARIO BSAS,10601
07/2018,LINEA 273,ESCOLAR SECUNDARIO CABA,8
07/2018,LINEA 273,ESCOLAR,33254
07/2018,LINEA 273,ESCOLAR INICIAL Y PRIMARIO CABA,4
07/2018,LINEA 273,ESCOLAR SECUNDARIO BSAS,18312
07/2018,LINEA 273,NORMAL,735595
07/2018,LINEA 273,ATRIBUTO SOCIAL,330771
07/2018,LINEA 275,ESCOLAR INICIAL Y PRIMARIO CABA,4
07/2018,LINEA 275,ESCOLAR SECUNDARIO BSAS,15053
07/2018,LINEA 275,ESCOLAR,14906
07/2018,LINEA 275,ATRIBUTO SOCIAL,228575
07/2018,LINEA 275,ESCOLAR PRIMARIO BSAS,12158
07/2018,LINEA 275,NORMAL,409431
07/2018,LINEA 276,ESCOLAR SECUNDARIO CABA,68
07/2018,LINEA 276,ESCOLAR,3679
07/2018,LINEA 276,ESCOLAR INICIAL Y PRIMARIO CABA,7
07/2018,LINEA 276,ESCOLAR SECUNDARIO BSAS,9318
07/2018,LINEA 276,NORMAL,663776
07/2018,LINEA 276,ATRIBUTO SOCIAL,320704
07/2018,LINEA 276,ESCOLAR PRIMARIO BSAS,4054
07/2018,LINEA 277,ESCOLAR INICIAL Y PRIMARIO CABA,14
07/2018,LINEA 277,ESCOLAR SECUNDARIO BSAS,2774
07/2018,LINEA 277,NORMAL,153666
07/2018,LINEA 277,ATRIBUTO SOCIAL,74221
07/2018,LINEA 277,ESCOLAR PRIMARIO BSAS,834
07/2018,LINEA 277,ESCOLAR SECUNDARIO CABA,82
07/2018,LINEA 277,ESCOLAR,2515
07/2018,LINEA 278,ESCOLAR SECUNDARIO BSAS,24882
07/2018,LINEA 278,NORMAL,729682
07/2018,LINEA 278,ATRIBUTO SOCIAL,400077
07/2018,LINEA 278,ESCOLAR PRIMARIO BSAS,15043
07/2018,LINEA 278,ESCOLAR SECUNDARIO CABA,41
07/2018,LINEA 278,ESCOLAR,10665
07/2018,LINEA 278,ESCOLAR INICIAL Y PRIMARIO CABA,29
07/2018,LINEA 28,ESCOLAR SECUNDARIO BSAS,1809
07/2018,LINEA 28,NORMAL,1629518
07/2018,LINEA 28,ATRIBUTO SOCIAL,639653
07/2018,LINEA 28,ESCOLAR PRIMARIO BSAS,991
07/2018,LINEA 28,ESCOLAR SECUNDARIO CABA,12186
07/2018,LINEA 28,ESCOLAR,7554
07/2018,LINEA 28,ESCOLAR INICIAL Y PRIMARIO CABA,2176
07/2018,LINEA 281,NORMAL,300417
07/2018,LINEA 281,ATRIBUTO SOCIAL,174111
07/2018,LINEA 281,ESCOLAR PRIMARIO BSAS,4569
07/2018,LINEA 281,ESCOLAR SECUNDARIO CABA,24
07/2018,LINEA 281,ESCOLAR,3746
07/2018,LINEA 281,ESCOLAR INICIAL Y PRIMARIO CABA,18
07/2018,LINEA 281,ESCOLAR SECUNDARIO BSAS,7174
07/2018,LINEA 283,ESCOLAR INICIAL Y PRIMARIO CABA,107
07/2018,LINEA 283,ESCOLAR SECUNDARIO BSAS,12917
07/2018,LINEA 283,NORMAL,533021
07/2018,LINEA 283,ATRIBUTO SOCIAL,334168
07/2018,LINEA 283,ESCOLAR PRIMARIO BSAS,5814
07/2018,LINEA 283,ESCOLAR SECUNDARIO CABA,332
07/2018,LINEA 283,ESCOLAR,4572
07/2018,LINEA 284,ESCOLAR,1422
07/2018,LINEA 284,ESCOLAR INICIAL Y PRIMARIO CABA,26
07/2018,LINEA 284,ESCOLAR SECUNDARIO BSAS,2107
07/2018,LINEA 284,NORMAL,140532
07/2018,LINEA 284,ATRIBUTO SOCIAL,98900
07/2018,LINEA 284,ESCOLAR PRIMARIO BSAS,1023
07/2018,LINEA 284,ESCOLAR SECUNDARIO CABA,43
07/2018,LINEA 288,ATRIBUTO SOCIAL,120887
07/2018,LINEA 288,ESCOLAR PRIMARIO BSAS,2843
07/2018,LINEA 288,ESCOLAR SECUNDARIO CABA,7
07/2018,LINEA 288,ESCOLAR,1829
07/2018,LINEA 288,ESCOLAR INICIAL Y PRIMARIO CABA,5
07/2018,LINEA 288,ESCOLAR SECUNDARIO BSAS,5064
07/2018,LINEA 288,NORMAL,155191
07/2018,LINEA 289,ESCOLAR PRIMARIO BSAS,1562
07/2018,LINEA 289,ESCOLAR SECUNDARIO CABA,258
07/2018,LINEA 289,ESCOLAR,3711
07/2018,LINEA 289,ESCOLAR INICIAL Y PRIMARIO CABA,77
07/2018,LINEA 289,ESCOLAR SECUNDARIO BSAS,3546
07/2018,LINEA 289,NORMAL,363213
07/2018,LINEA 289,ATRIBUTO SOCIAL,186832
07/2018,LINEA 29,ESCOLAR SECUNDARIO CABA,9378
07/2018,LINEA 29,ESCOLAR,1295
07/2018,LINEA 29,ESCOLAR INICIAL Y PRIMARIO CABA,1306
07/2018,LINEA 29,ESCOLAR SECUNDARIO BSAS,248
07/2018,LINEA 29,NORMAL,814411
07/2018,LINEA 29,ATRIBUTO SOCIAL,210269
07/2018,LINEA 29,ESCOLAR PRIMARIO BSAS,114
07/2018,LINEA 291,ATRIBUTO SOCIAL,227003
07/2018,LINEA 291,ESCOLAR PRIMARIO BSAS,1953
07/2018,LINEA 291,ESCOLAR SECUNDARIO CABA,25
07/2018,LINEA 291,ESCOLAR,1534
07/2018,LINEA 291,ESCOLAR INICIAL Y PRIMARIO CABA,8
07/2018,LINEA 291,ESCOLAR SECUNDARIO BSAS,6288
07/2018,LINEA 291,NORMAL,441541
07/2018,LINEA 293A,ESCOLAR SECUNDARIO CABA,44
07/2018,LINEA 293A,ESCOLAR,3005
07/2018,LINEA 293A,ESCOLAR INICIAL Y PRIMARIO CABA,14
07/2018,LINEA 293A,ESCOLAR SECUNDARIO BSAS,4724
07/2018,LINEA 293A,NORMAL,266137
07/2018,LINEA 293A,ATRIBUTO SOCIAL,142681
07/2018,LINEA 293A,ESCOLAR PRIMARIO BSAS,3134
07/2018,LINEA 293B,NORMAL,189693
07/2018,LINEA 293B,ATRIBUTO SOCIAL,87418
07/2018,LINEA 293B,ESCOLAR PRIMARIO BSAS,1943
07/2018,LINEA 293B,ESCOLAR SECUNDARIO CABA,21
07/2018,LINEA 293B,ESCOLAR,2787
07/2018,LINEA 293B,ESCOLAR INICIAL Y PRIMARIO CABA,15
07/2018,LINEA 293B,ESCOLAR SECUNDARIO BSAS,3546
07/2018,LINEA 295,ESCOLAR INICIAL Y PRIMARIO CABA,31
07/2018,LINEA 295,ESCOLAR SECUNDARIO BSAS,7748
07/2018,LINEA 295,NORMAL,353492
07/2018,LINEA 295,ATRIBUTO SOCIAL,178090
07/2018,LINEA 295,ESCOLAR PRIMARIO BSAS,3965
07/2018,LINEA 295,ESCOLAR SECUNDARIO CABA,106
07/2018,LINEA 295,ESCOLAR,3308
07/2018,LINEA 297,ESCOLAR,1877
07/2018,LINEA 297,ESCOLAR INICIAL Y PRIMARIO CABA,25
07/2018,LINEA 297,ESCOLAR SECUNDARIO BSAS,9062
07/2018,LINEA 297,NORMAL,254002
07/2018,LINEA 297,ATRIBUTO SOCIAL,136309
07/2018,LINEA 297,ESCOLAR PRIMARIO BSAS,3320
07/2018,LINEA 297,ESCOLAR SECUNDARIO CABA,1
07/2018,LINEA 298,ATRIBUTO SOCIAL,252618
07/2018,LINEA 298,ESCOLAR PRIMARIO BSAS,2437
07/2018,LINEA 298,ESCOLAR SECUNDARIO CABA,477
07/2018,LINEA 298,ESCOLAR,3839
07/2018,LINEA 298,ESCOLAR INICIAL Y PRIMARIO CABA,57
07/2018,LINEA 298,ESCOLAR SECUNDARIO BSAS,5817
07/2018,LINEA 298,NORMAL,514164
07/2018,LINEA 299,ESCOLAR SECUNDARIO CABA,95
07/2018,LINEA 299,ESCOLAR,3167
07/2018,LINEA 299,ESCOLAR INICIAL Y PRIMARIO CABA,80
07/2018,LINEA 299,ESCOLAR SECUNDARIO BSAS,10777
07/2018,LINEA 299,NORMAL,354646
07/2018,LINEA 299,ATRIBUTO SOCIAL,173568
07/2018,LINEA 299,ESCOLAR PRIMARIO BSAS,4926
07/2018,LINEA 300,ESCOLAR SECUNDARIO BSAS,8877
07/2018,LINEA 300,NORMAL,357051
07/2018,LINEA 300,ATRIBUTO SOCIAL,178710
07/2018,LINEA 300,ESCOLAR PRIMARIO BSAS,3823
07/2018,LINEA 300,ESCOLAR SECUNDARIO CABA,24
07/2018,LINEA 300,ESCOLAR,7629
07/2018,LINEA 300,ESCOLAR INICIAL Y PRIMARIO CABA,3
07/2018,LINEA 302,NORMAL,380857
07/2018,LINEA 302,ATRIBUTO SOCIAL,179970
07/2018,LINEA 302,ESCOLAR PRIMARIO BSAS,1113
07/2018,LINEA 302,ESCOLAR SECUNDARIO CABA,94
07/2018,LINEA 302,ESCOLAR,4825
07/2018,LINEA 302,ESCOLAR INICIAL Y PRIMARIO CABA,58
07/2018,LINEA 302,ESCOLAR SECUNDARIO BSAS,3236
07/2018,LINEA 303,ATRIBUTO SOCIAL,262124
07/2018,LINEA 303,ESCOLAR PRIMARIO BSAS,3513
07/2018,LINEA 303,ESCOLAR SECUNDARIO CABA,25
07/2018,LINEA 303,ESCOLAR,5349
07/2018,LINEA 303,ESCOLAR INICIAL Y PRIMARIO CABA,19
07/2018,LINEA 303,ESCOLAR SECUNDARIO BSAS,8159
07/2018,LINEA 303,NORMAL,559667
07/2018,LINEA 304,ESCOLAR PRIMARIO BSAS,3489
07/2018,LINEA 304,ESCOLAR SECUNDARIO CABA,285
07/2018,LINEA 304,ESCOLAR,4156
07/2018,LINEA 304,ESCOLAR INICIAL Y PRIMARIO CABA,35
07/2018,LINEA 304,ESCOLAR SECUNDARIO BSAS,9551
07/2018,LINEA 304,NORMAL,649297
07/2018,LINEA 304,ATRIBUTO SOCIAL,300556
07/2018,LINEA 306,ATRIBUTO SOCIAL,512887
07/2018,LINEA 306,ESCOLAR PRIMARIO BSAS,4836
07/2018,LINEA 306,ESCOLAR SECUNDARIO CABA,871
07/2018,LINEA 306,ESCOLAR,10070
07/2018,LINEA 306,ESCOLAR INICIAL Y PRIMARIO CABA,140
07/2018,LINEA 306,ESCOLAR SECUNDARIO BSAS,15648
07/2018,LINEA 306,NORMAL,1122346
07/2018,LINEA 307,ESCOLAR,19368
07/2018,LINEA 307,ATRIBUTO SOCIAL,294834
07/2018,LINEA 307,ESCOLAR SECUNDARIO BSAS,19117
07/2018,LINEA 307,NORMAL,613962
07/2018,LINEA 307,ESCOLAR PRIMARIO BSAS,12879
07/2018,LINEA 307,ESCOLAR SECUNDARIO CABA,15
07/2018,LINEA 310,ATRIBUTO SOCIAL,79577
07/2018,LINEA 310,ESCOLAR PRIMARIO BSAS,2322
07/2018,LINEA 310,ESCOLAR SECUNDARIO CABA,27
07/2018,LINEA 310,ESCOLAR,786
07/2018,LINEA 310,ESCOLAR INICIAL Y PRIMARIO CABA,30
07/2018,LINEA 310,ESCOLAR SECUNDARIO BSAS,5105
07/2018,LINEA 310,NORMAL,114453
07/2018,LINEA 311,ATRIBUTO SOCIAL,364003
07/2018,LINEA 311,ESCOLAR PRIMARIO BSAS,5255
07/2018,LINEA 311,ESCOLAR SECUNDARIO CABA,66
07/2018,LINEA 311,ESCOLAR,5458
07/2018,LINEA 311,ESCOLAR INICIAL Y PRIMARIO CABA,24
07/2018,LINEA 311,ESCOLAR SECUNDARIO BSAS,10579
07/2018,LINEA 311,NORMAL,462693
07/2018,LINEA 312,ATRIBUTO SOCIAL,185946
07/2018,LINEA 312,ESCOLAR PRIMARIO BSAS,3599
07/2018,LINEA 312,ESCOLAR SECUNDARIO CABA,27
07/2018,LINEA 312,ESCOLAR,5557
07/2018,LINEA 312,ESCOLAR INICIAL Y PRIMARIO CABA,12
07/2018,LINEA 312,ESCOLAR SECUNDARIO BSAS,7968
07/2018,LINEA 312,NORMAL,311568
07/2018,LINEA 313,ESCOLAR,211
07/2018,LINEA 313,ATRIBUTO SOCIAL,24573
07/2018,LINEA 313,ESCOLAR SECUNDARIO BSAS,755
07/2018,LINEA 313,NORMAL,61768
07/2018,LINEA 313,ESCOLAR PRIMARIO BSAS,310
07/2018,LINEA 313,ESCOLAR SECUNDARIO CABA,13
07/2018,LINEA 314,ESCOLAR SECUNDARIO CABA,311
07/2018,LINEA 314,ESCOLAR,2688
07/2018,LINEA 314,ESCOLAR INICIAL Y PRIMARIO CABA,85
07/2018,LINEA 314,ESCOLAR SECUNDARIO BSAS,22821
07/2018,LINEA 314,NORMAL,834238
07/2018,LINEA 314,ATRIBUTO SOCIAL,371823
07/2018,LINEA 314,ESCOLAR PRIMARIO BSAS,8048
07/2018,LINEA 315,ESCOLAR PRIMARIO BSAS,1497
07/2018,LINEA 315,ESCOLAR SECUNDARIO CABA,39
07/2018,LINEA 315,ESCOLAR,2796
07/2018,LINEA 315,ESCOLAR INICIAL Y PRIMARIO CABA,10
07/2018,LINEA 315,ESCOLAR SECUNDARIO BSAS,4503
07/2018,LINEA 315,NORMAL,413524
07/2018,LINEA 315,ATRIBUTO SOCIAL,228508
07/2018,LINEA 317 BS AS,ESCOLAR PRIMARIO BSAS,3748
07/2018,LINEA 317 BS AS,ESCOLAR SECUNDARIO CABA,67
07/2018,LINEA 317 BS AS,ESCOLAR,3170
07/2018,LINEA 317 BS AS,ESCOLAR INICIAL Y PRIMARIO CABA,26
07/2018,LINEA 317 BS AS,ESCOLAR SECUNDARIO BSAS,5166
07/2018,LINEA 317 BS AS,NORMAL,383120
07/2018,LINEA 317 BS AS,ATRIBUTO SOCIAL,224853
07/2018,LINEA 318,ESCOLAR INICIAL Y PRIMARIO CABA,281
07/2018,LINEA 318,ESCOLAR SECUNDARIO BSAS,28920
07/2018,LINEA 318,NORMAL,1087213
07/2018,LINEA 318,ATRIBUTO SOCIAL,535197
07/2018,LINEA 318,ESCOLAR PRIMARIO BSAS,12417
07/2018,LINEA 318,ESCOLAR SECUNDARIO CABA,876
07/2018,LINEA 318,ESCOLAR,13595
07/2018,LINEA 320,ATRIBUTO SOCIAL,42296
07/2018,LINEA 320,ESCOLAR PRIMARIO BSAS,907
07/2018,LINEA 320,ESCOLAR SECUNDARIO CABA,5
07/2018,LINEA 320,ESCOLAR,1109
07/2018,LINEA 320,ESCOLAR INICIAL Y PRIMARIO CABA,5
07/2018,LINEA 320,ESCOLAR SECUNDARIO BSAS,3265
07/2018,LINEA 320,NORMAL,100476
07/2018,LINEA 321 BS AS,ATRIBUTO SOCIAL,68334
07/2018,LINEA 321 BS AS,ESCOLAR SECUNDARIO BSAS,3610
07/2018,LINEA 321 BS AS,NORMAL,122682
07/2018,LINEA 321 BS AS,ESCOLAR PRIMARIO BSAS,2185
07/2018,LINEA 321 BS AS,ESCOLAR SECUNDARIO CABA,12
07/2018,LINEA 321 BS AS,ESCOLAR,1097
07/2018,LINEA 322 BS AS,ESCOLAR,2533
07/2018,LINEA 322 BS AS,ESCOLAR INICIAL Y PRIMARIO CABA,11
07/2018,LINEA 322 BS AS,ESCOLAR SECUNDARIO BSAS,8816
07/2018,LINEA 322 BS AS,NORMAL,310477
07/2018,LINEA 322 BS AS,ATRIBUTO SOCIAL,179325
07/2018,LINEA 322 BS AS,ESCOLAR PRIMARIO BSAS,2669
07/2018,LINEA 322 BS AS,ESCOLAR SECUNDARIO CABA,21
07/2018,LINEA 323,ATRIBUTO SOCIAL,206765
07/2018,LINEA 323,ESCOLAR PRIMARIO BSAS,6863
07/2018,LINEA 323,ESCOLAR SECUNDARIO CABA,32
07/2018,LINEA 323,ESCOLAR,4977
07/2018,LINEA 323,ESCOLAR INICIAL Y PRIMARIO CABA,40
07/2018,LINEA 323,ESCOLAR SECUNDARIO BSAS,14185
